epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
261,2461.08,0.32924,0.40926,0.2303,0.81799,0.94977,0.63496,0.74136,0.65311,0.89059,0.59107,0.70076,0.52723,0.37614,0.64552,0.26769,0.8244,0.0001775,0.0001775,0.0001775
262,2472.2,0.32486,0.39745,0.22537,0.81409,0.9439,0.63671,0.74156,0.65435,0.89654,0.58854,0.70016,0.5271,0.37343,0.64557,0.26442,0.82282,0.000173375,0.000173375,0.000173375
263,2483.45,0.32512,0.40421,0.22624,0.81658,0.95107,0.63608,0.74032,0.65313,0.89574,0.58445,0.69773,0.52226,0.3737,0.64723,0.26572,0.82311,0.00016925,0.00016925,0.00016925
264,2494.42,0.32752,0.39944,0.22849,0.81776,0.95048,0.63341,0.74076,0.6546,0.89718,0.58502,0.70049,0.5267,0.37228,0.64095,0.26439,0.8235,0.000165125,0.000165125,0.000165125
265,2505.39,0.32449,0.39437,0.22551,0.81651,0.9482,0.63631,0.74073,0.65313,0.89009,0.58962,0.69875,0.52599,0.37133,0.64006,0.26383,0.8249,0.000161,0.000161,0.000161
266,2516.58,0.32434,0.40681,0.22722,0.81629,0.94902,0.63551,0.7406,0.65224,0.89146,0.58918,0.69862,0.52615,0.37057,0.64122,0.2644,0.82535,0.000156875,0.000156875,0.000156875
267,2527.67,0.32746,0.40267,0.22715,0.81734,0.95103,0.63661,0.74129,0.65483,0.89314,0.59243,0.70183,0.52864,0.36969,0.64348,0.26395,0.82521,0.00015275,0.00015275,0.00015275
268,2538.74,0.32563,0.40321,0.22768,0.81853,0.95045,0.63659,0.74093,0.65431,0.8911,0.59286,0.70032,0.527,0.36774,0.63421,0.2632,0.82406,0.000148625,0.000148625,0.000148625
269,2549.79,0.3211,0.39057,0.22324,0.81456,0.94958,0.63653,0.74074,0.65415,0.89801,0.58853,0.70095,0.52892,0.37069,0.64446,0.2645,0.82611,0.0001445,0.0001445,0.0001445
270,2560.91,0.326,0.40359,0.22472,0.81542,0.94868,0.63666,0.74015,0.65269,0.88805,0.59182,0.69853,0.52734,0.37195,0.64321,0.26356,0.82584,0.000140375,0.000140375,0.000140375
271,2572.1,0.31803,0.3897,0.2209,0.81319,0.95349,0.63347,0.74291,0.65663,0.89494,0.58711,0.69966,0.52854,0.3662,0.63797,0.25946,0.82391,0.00013625,0.00013625,0.00013625
272,2583.33,0.31735,0.38564,0.21965,0.81485,0.95267,0.63389,0.74427,0.65753,0.89614,0.58603,0.70081,0.52687,0.37013,0.64028,0.26209,0.82484,0.000132125,0.000132125,0.000132125
273,2593,0.31901,0.39236,0.22329,0.81386,0.94816,0.63559,0.74373,0.6581,0.88816,0.59076,0.70055,0.52865,0.36917,0.63142,0.26249,0.82505,0.000128,0.000128,0.000128
274,2602.49,0.32003,0.39102,0.22404,0.81879,0.94854,0.63604,0.74384,0.65833,0.88546,0.59272,0.70173,0.52852,0.36938,0.63218,0.26067,0.82629,0.000123875,0.000123875,0.000123875
275,2612.02,0.3187,0.39141,0.22306,0.81547,0.94524,0.63843,0.7453,0.65845,0.88836,0.59263,0.70219,0.52864,0.3688,0.64101,0.2607,0.82669,0.00011975,0.00011975,0.00011975
276,2621.93,0.31624,0.396,0.22175,0.81549,0.94459,0.63942,0.74573,0.65784,0.88186,0.59381,0.70163,0.52905,0.36952,0.64081,0.26003,0.82751,0.000115625,0.000115625,0.000115625
277,2632.3,0.31764,0.3877,0.22344,0.81493,0.93998,0.64108,0.74312,0.65541,0.88277,0.59321,0.70062,0.52748,0.36747,0.64409,0.2612,0.82597,0.0001115,0.0001115,0.0001115
278,2643.6,0.31844,0.38343,0.22148,0.81534,0.94576,0.63803,0.74276,0.65451,0.88471,0.59072,0.69873,0.52404,0.36926,0.65199,0.26101,0.82642,0.000107375,0.000107375,0.000107375
279,2653.46,0.32018,0.38846,0.22194,0.81586,0.95286,0.63578,0.74089,0.65364,0.89119,0.59098,0.69856,0.52562,0.36709,0.63258,0.26042,0.82549,0.00010325,0.00010325,0.00010325
280,2663.19,0.31501,0.39095,0.21945,0.81492,0.95371,0.63525,0.74289,0.65571,0.89347,0.59069,0.69993,0.53048,0.36459,0.6291,0.26129,0.82383,9.9125e-05,9.9125e-05,9.9125e-05
281,2672.74,0.31778,0.38688,0.22255,0.8138,0.95021,0.63731,0.74276,0.65532,0.89617,0.59031,0.70051,0.52945,0.36602,0.62789,0.26095,0.82391,9.5e-05,9.5e-05,9.5e-05
282,2719.8,0.32009,0.3942,0.2217,0.81299,0.95045,0.63784,0.74284,0.65569,0.8934,0.59146,0.7008,0.52859,0.36762,0.63553,0.26087,0.82637,9.0875e-05,9.0875e-05,9.0875e-05
283,2744.06,0.31602,0.39059,0.21912,0.8165,0.95159,0.63766,0.74348,0.65635,0.8957,0.58952,0.70046,0.52743,0.36725,0.63455,0.25994,0.82606,8.675e-05,8.675e-05,8.675e-05
284,2753.37,0.31987,0.40218,0.22259,0.81822,0.95054,0.63924,0.74395,0.65647,0.8893,0.59227,0.70063,0.52688,0.36689,0.63459,0.26032,0.82461,8.2625e-05,8.2625e-05,8.2625e-05
285,2762.82,0.31496,0.39305,0.21826,0.81461,0.95249,0.63809,0.74459,0.65622,0.88466,0.59017,0.69989,0.52782,0.36495,0.62827,0.25937,0.82404,7.85e-05,7.85e-05,7.85e-05
286,2772.25,0.31511,0.38472,0.21934,0.81272,0.94959,0.63917,0.74379,0.65632,0.88134,0.59286,0.70021,0.52825,0.36539,0.63172,0.26005,0.82402,7.4375e-05,7.4375e-05,7.4375e-05
287,2781.71,0.3106,0.3792,0.21716,0.81174,0.94837,0.63966,0.74447,0.65763,0.90118,0.58637,0.70169,0.52909,0.36422,0.6361,0.26001,0.82399,7.025e-05,7.025e-05,7.025e-05
288,2791.27,0.30996,0.37285,0.2152,0.81423,0.95135,0.63852,0.74593,0.65945,0.896,0.58772,0.70187,0.53069,0.36237,0.63355,0.25982,0.82277,6.6125e-05,6.6125e-05,6.6125e-05
289,2800.91,0.31143,0.38434,0.21785,0.81529,0.95079,0.6391,0.74555,0.65798,0.88112,0.594,0.7017,0.53119,0.36136,0.63799,0.25939,0.82226,6.2e-05,6.2e-05,6.2e-05
290,2810.81,0.31178,0.3817,0.21799,0.81625,0.94682,0.6389,0.74377,0.65729,0.88704,0.59346,0.70149,0.52913,0.36028,0.63558,0.25864,0.82168,5.7875e-05,5.7875e-05,5.7875e-05
291,2821.07,0.33183,0.41368,0.22479,0.80872,0.94765,0.63659,0.74119,0.65411,0.88806,0.59003,0.6972,0.52278,0.36648,0.64389,0.25949,0.8246,5.375e-05,5.375e-05,5.375e-05
292,2829.97,0.30913,0.37591,0.20717,0.79853,0.94868,0.63456,0.73816,0.65004,0.89185,0.58838,0.69558,0.52409,0.37009,0.6488,0.26131,0.82691,4.9625e-05,4.9625e-05,4.9625e-05
293,2838.97,0.30321,0.36682,0.20443,0.79644,0.95566,0.63137,0.73763,0.649,0.89418,0.58795,0.69592,0.52391,0.37224,0.64721,0.26271,0.82601,4.55e-05,4.55e-05,4.55e-05
294,2847.83,0.30435,0.36699,0.20458,0.79795,0.95445,0.63314,0.7375,0.64891,0.89374,0.58958,0.69649,0.52403,0.37255,0.64763,0.26229,0.8263,4.1375e-05,4.1375e-05,4.1375e-05
295,2856.85,0.29967,0.36357,0.20032,0.79785,0.9542,0.63284,0.73893,0.65057,0.89466,0.58942,0.69729,0.52579,0.37101,0.64653,0.26148,0.82638,3.725e-05,3.725e-05,3.725e-05
296,2865.81,0.30147,0.35701,0.20218,0.7987,0.95634,0.63175,0.74037,0.65168,0.89371,0.58817,0.69734,0.52551,0.37008,0.64689,0.26174,0.82598,3.3125e-05,3.3125e-05,3.3125e-05
297,2874.91,0.29806,0.36013,0.19938,0.79631,0.95416,0.63391,0.74087,0.65218,0.89075,0.59015,0.69775,0.52752,0.36874,0.64514,0.26203,0.82532,2.9e-05,2.9e-05,2.9e-05
298,2883.7,0.29496,0.3625,0.19904,0.79722,0.9549,0.63311,0.74071,0.6528,0.89209,0.58994,0.69745,0.52701,0.36804,0.64523,0.2616,0.82565,2.4875e-05,2.4875e-05,2.4875e-05
299,2892.5,0.29252,0.35516,0.19805,0.79506,0.94529,0.63689,0.74148,0.65347,0.89287,0.58979,0.69939,0.5274,0.36749,0.6512,0.26202,0.82545,2.075e-05,2.075e-05,2.075e-05
300,2901.5,0.29272,0.35681,0.19987,0.79655,0.95618,0.63307,0.74136,0.65401,0.89402,0.58978,0.6994,0.52712,0.36554,0.64669,0.26083,0.82499,1.6625e-05,1.6625e-05,1.6625e-05
